Date,Time,HomeTeam,AwayTeam,FTR,FTHG,FTAG,Home_TablePosDiff,Away_TablePosDiff,Season,Home_Elo,Away_Elo,Elo_Difference,AvgHomeOdds,AvgDrawOdds,AvgAwayOdds,NumBookies,B365HomeOdds,B365DrawOdds,B365AwayOdds,Home_TablePosDiff_Rolling5,Home_GoalsFor_Rolling5,Home_GoalsAgainst_Rolling5,Home_GoalDifference_Rolling5,Home_Shots_Rolling5,Home_ShotsAgainst_Rolling5,Home_ShotDifference_Rolling5,Home_ShotsOnTarget_Rolling5,Home_ShotsOnTargetAgainst_Rolling5,Home_ShotOnTargetDifference_Rolling5,Home_ShotAccuracy_Rolling5,Home_Corners_Rolling5,Home_CornerDifference_Rolling5,Home_Fouls_Rolling5,Home_FoulDifference_Rolling5,Home_Points_Rolling5,Home_Win_Rolling5,Home_xG_Rolling5,Home_xGA_Rolling5,Home_deep_Rolling5,Home_deep_allowed_Rolling5,Home_OpponentElo_Rolling5,Home_TablePosDiff_RollingTeam7,Home_GoalsFor_RollingTeam7,Home_GoalsAgainst_RollingTeam7,Home_GoalDifference_RollingTeam7,Home_Shots_RollingTeam7,Home_ShotsAgainst_RollingTeam7,Home_ShotDifference_RollingTeam7,Home_ShotsOnTarget_RollingTeam7,Home_ShotsOnTargetAgainst_RollingTeam7,Home_ShotOnTargetDifference_RollingTeam7,Home_ShotAccuracy_RollingTeam7,Home_Corners_RollingTeam7,Home_CornerDifference_RollingTeam7,Home_Fouls_RollingTeam7,Home_FoulDifference_RollingTeam7,Home_Points_RollingTeam7,Home_Win_RollingTeam7,Home_xG_RollingTeam7,Home_xGA_RollingTeam7,Home_deep_RollingTeam7,Home_deep_allowed_RollingTeam7,Away_TablePosDiff_Rolling5,Away_GoalsFor_Rolling5,Away_GoalsAgainst_Rolling5,Away_GoalDifference_Rolling5,Away_Shots_Rolling5,Away_ShotsAgainst_Rolling5,Away_ShotDifference_Rolling5,Away_ShotsOnTarget_Rolling5,Away_ShotsOnTargetAgainst_Rolling5,Away_ShotOnTargetDifference_Rolling5,Away_ShotAccuracy_Rolling5,Away_Corners_Rolling5,Away_CornerDifference_Rolling5,Away_Fouls_Rolling5,Away_FoulDifference_Rolling5,Away_Points_Rolling5,Away_Win_Rolling5,Away_xG_Rolling5,Away_xGA_Rolling5,Away_deep_Rolling5,Away_deep_allowed_Rolling5,Away_OpponentElo_Rolling5,Away_TablePosDiff_RollingTeam7,Away_GoalsFor_RollingTeam7,Away_GoalsAgainst_RollingTeam7,Away_GoalDifference_RollingTeam7,Away_Shots_RollingTeam7,Away_ShotsAgainst_RollingTeam7,Away_ShotDifference_RollingTeam7,Away_ShotsOnTarget_RollingTeam7,Away_ShotsOnTargetAgainst_RollingTeam7,Away_ShotOnTargetDifference_RollingTeam7,Away_ShotAccuracy_RollingTeam7,Away_Corners_RollingTeam7,Away_CornerDifference_RollingTeam7,Away_Fouls_RollingTeam7,Away_FoulDifference_RollingTeam7,Away_Points_RollingTeam7,Away_Win_RollingTeam7,Away_xG_RollingTeam7,Away_xGA_RollingTeam7,Away_deep_RollingTeam7,Away_deep_allowed_RollingTeam7
2017-01-14,00:00,Watford,Middlesbrough,D,0.0,0.0,2,-2,16-17,1612.92578125,1606.59106445,6.334716800000024,2.472857142857144,3.168571428571429,3.157142857142857,7,2.5,3.2,3.2,-0.5862618553363752,1.3433293294462767,2.1785314527890294,-0.8352021233427522,9.547285645461477,13.585261640186683,-4.037975994725208,3.10340964589761,4.097719771437195,-0.9943101255395845,0.3396205863967336,3.0910214505683107,-0.37924010128954666,14.41001903146922,-2.1494707856844597,1.1065057273227548,0.41235460901187865,1.1208501056304019,1.8122314565986732,5.1821624395949355,6.066377460631257,1720.3429592854343,0.8593613375450497,0.6822289558720173,2.12331734957161,-1.4410883936995929,8.971334154631123,14.530779363384369,-5.559445208753243,2.9070902702493693,4.878731823929852,-1.9716415536804823,0.33162505769527384,4.624524726526224,0.07638629112518164,13.97183756858903,-2.291687562465583,0.49745216181380564,0.1923447919798762,1.1042802062508033,1.8091256900883337,4.987946358187895,5.691315453670676,-5.263972425678587,0.6745196036191298,1.4215252046531666,-0.747005601034037,7.766359327875915,18.62031882809134,-10.853959500215424,2.155243429556226,6.6706419646704,-4.5153985351141745,0.2891387165182943,2.4981645842309352,-5.227919000430849,14.344954760878933,-2.3499009047824218,0.2816716932356744,0.13642395519172773,0.619217651977596,1.6612830635071094,3.0414131839724257,10.624627315812152,1747.0585426837936,-3.6994000117538617,0.6843572359302499,0.9661287719887036,-0.2817715360584538,8.947536888538094,14.978261581622885,-6.030724693084788,2.172110407307126,5.11658185930397,-2.944471451996844,0.24859096243876364,3.1051988136244737,-2.851711726915307,12.159876619524805,-0.9038802889589655,0.8205321874180369,0.3272773261826247,0.7373437977797939,1.2378888404301638,2.6440880626122003,10.05659761394131
2017-01-14,00:00,West Ham,Crystal Palace,H,3.0,0.0,3,-3,16-17,1664.56420898,1609.04760742,55.516601560000026,2.3628571428571425,3.3228571428571425,3.2,7,2.38,3.4,3.2,-3.1598207145791877,0.6822312437816273,1.403831777761289,-0.7216005339796614,13.619414389391633,13.176937689020756,0.44247670037087666,3.8524156441582353,5.224309430133612,-1.3718937859753768,0.27408020463297056,5.151158302895077,2.446912403546274,10.794554630764342,1.2647862246641715,1.3978699052756975,0.48234719493545264,1.2168355980000414,1.4547136569035035,3.644939717314879,10.393527938150356,1701.686345619284,-2.3641770552294297,1.0592246715052223,1.3812967973663741,-0.3220721258611516,14.529992927253732,13.576326916985682,0.9536660102680518,4.276806131868752,5.298103150200477,-1.0212970183317251,0.30588367699596186,4.984980684203202,0.12002768414220145,10.447156395791023,1.1072007506420911,1.1572523707018303,0.40541181464074355,1.5296802413816477,1.4059340245803007,4.228916909667753,10.60441991732783,-4.0056969441695,1.364057871463055,2.28707101117232,-0.9230131397092655,10.997382154861175,16.202065364361026,-5.2046832094998505,4.399523308089268,5.773361280007069,-1.3738379719178007,0.4298098813931492,5.0061601549341015,-2.0137605027898524,12.668074804207372,0.20944061541099507,0.5016537797573297,0.23450681695067363,1.1543303324682526,1.7682748114604032,3.5013051181384984,10.033139174031625,1713.7427363445927,-4.753240678519108,1.0583978156204916,1.8573672758249058,-0.7989694602044142,8.509782621396992,14.351229064887319,-5.841446443490325,3.5982199910347914,5.168573815684615,-1.5703538246498228,0.43688004780614786,4.104959419853679,-2.122207112786891,12.802285157206429,0.38022946945400654,0.37499404282462073,0.159728893970786,1.0072448349604397,1.4512502304383053,3.280448850278965,10.658458194603053
2017-01-15,00:00,Everton,Man City,H,4.0,0.0,-2,2,16-17,1719.02050781,1852.16174316,-133.14123535,4.4,3.8,1.8257142857142856,7,4.5,4.0,1.8,-0.5022835564781547,1.6912819600811733,0.6084965417686363,1.082785418312537,13.231265406185008,10.534073878548709,2.6971915276363005,4.534558783526759,3.0138614938581774,1.520697289668582,0.3206359934991632,6.996542061881791,1.1782013378588458,9.789912235967464,1.8314640352795895,1.9097833049967847,0.6708315742442668,1.893342943174117,0.9677595403701451,6.898393389593975,6.625515814075202,1759.1473765513665,3.5183303245433906,1.8326388727370644,0.984756973185718,0.8478818995513463,13.704591534673119,11.170820892940668,2.5337706417324486,4.648215851816548,3.550385063043857,1.0978307887726917,0.32506287192484346,5.946363374867134,0.7661292982165341,10.199273912313291,1.4598236489601562,1.7548082537385281,0.6303353808692017,1.6266329361839316,1.0551184429908937,6.707174014143732,6.562519233084707,7.779250450873281,1.613969317386691,1.2164257973987562,0.39754351998793425,14.278151593407573,8.372160508897535,5.905991084510038,4.174242143828496,2.981796616684725,1.192445527143771,0.29152614184419123,7.141156093713308,3.4369960194948543,11.994951037833893,-0.7014008663501008,1.4353256395105418,0.48002294773868875,1.324131128287478,0.763551684722918,9.753837513968081,2.2709345301014374,1710.4499461450646,5.736668975108665,1.7157033533770027,1.0370743474250825,0.6786290059519202,14.08781878156273,8.278261551186619,5.809557230376112,4.261519509368305,2.579110631295801,1.6824088780725048,0.30033028986521165,7.4222201562691135,3.172574940262751,11.773879594253513,0.22379377684390517,2.0284653240946193,0.6826496797004605,1.2214074295731367,0.659257729071009,7.980602593313035,3.3879477255509767
2017-01-15,00:00,Man United,Liverpool,D,1.0,1.0,-2,2,16-17,1815.99230957,1841.73950195,-25.747192379999888,2.1585714285714284,3.312857142857143,3.611428571428572,7,2.15,3.4,3.75,7.59024222065354,1.8167358868778902,0.8061255106289087,1.0106103762489813,24.313484831625622,8.461390760154359,15.852094071471267,8.920442773036598,2.7973279911134443,6.123114781923154,0.37081994724128636,8.5923438495613,4.64803318408722,11.260675078930852,1.478933272140596,2.4765081330663183,0.8658019421561858,1.993645150403241,0.6382215221574812,14.29201758469502,3.276604021069401,1673.1406951012782,6.570193722124322,1.9275190959632234,0.6011881502844877,1.3263309456787358,18.76150359151934,8.490971446872994,10.270532144646342,7.210121291218648,2.5931881811159787,4.61693311010267,0.39472452364284694,5.515553416813966,2.4621611611465095,11.552415481243838,-0.07884228638442557,2.685881794505065,0.917159885594118,1.7184194037642828,0.7308191893054534,13.357870556479,3.22586797173537,10.546417676425037,1.957013684679082,1.2657015336881219,0.69131215099096,15.799241052367009,8.401218771192234,7.398022281174777,7.796620056424893,3.7013563235304554,4.095263732894438,0.451461455437526,5.47189034514083,2.88452849063887,11.054950835440458,-0.22804921493366823,1.8326031690454685,0.680211800463474,2.0195169263217543,1.3829947856946434,10.138607854247436,4.020182277584888,1648.5029430180198,9.44857325028484,2.1639078111338974,1.0224508549263793,1.1414569562075179,15.661086154327462,8.146172455297148,7.514913699030313,6.8436572422899395,3.1405618079338455,3.703095434356094,0.38760512729088126,5.86412865762068,2.6591858970863482,10.46109897933354,-0.3216519162205505,2.1692211122098164,0.7807232480227856,1.6759225207902408,0.9366992548825632,10.495456106237912,2.7794773013518617
2017-01-21,00:00,Bournemouth,Watford,D,2.0,2.0,3,-3,16-17,1631.46826172,1610.98901367,20.479248050000024,1.8457142857142848,3.667142857142857,4.511428571428572,7,1.83,3.75,4.75,-2.5652470560915974,2.066870505055861,2.1884138619228026,-0.12154335686694148,11.877815545547818,12.904371687078632,-1.0265561415308122,5.3224376885805675,4.760087075800192,0.5623506127803752,0.4480045704957252,5.4940221786373735,-0.8839386187019077,8.407408273590645,4.994705624714939,1.315874761538611,0.5024876624010514,1.3040714382004508,1.3278616168656403,5.941652697503563,12.898632127561125,1783.20166663888,1.4335716097475841,1.707676187880527,2.259257132965482,-0.5515809450849549,10.25712848640205,13.803680591988998,-3.5465521055869447,5.158293668109772,4.3350777153461895,0.8232159527635836,0.5225006080622399,5.113233155454175,-0.07119222860379316,10.315785887477814,2.8734720628988732,0.9924226811690091,0.36443563430918846,1.433640500850824,1.3053577786037232,5.5178927608040915,9.23879293719178,2.5274929361063174,0.2719371051805885,1.9958882202790085,-1.72395111509842,9.336708991482823,14.98162844268783,-5.644919451205007,3.267091930861115,5.601474830504907,-2.334382899643793,0.3542335178320336,5.843832501208748,0.4090171288884599,13.24173380755538,-1.5371741472986025,0.18657588199321076,0.07097267393188679,1.003711833414514,1.5400600105579836,4.980217928796695,5.524956255481349,1687.2566372928748,1.144521015284371,0.5116717096515634,1.5924879896067368,-1.0808162799551735,9.728500648169637,12.148084421221121,-2.419583773051481,3.430317724935749,3.909048826714447,-0.4787311017786981,0.35288546084215866,4.218393527625124,0.557289738792903,14.228878187371675,-1.7187656474873536,0.6230891267026998,0.26925859725544243,1.0151682141137863,1.3165911556313468,4.991947517456521,4.134051632320745
2017-01-21,00:00,Crystal Palace,Everton,A,0.0,1.0,-10,10,16-17,1600.11071777,1738.72241211,-138.61169434,3.177142857142857,3.371428571428571,2.361428571428572,7,3.25,3.4,2.38,-5.201039286681083,1.0398382106442638,1.577113793748406,-0.5372755831041424,7.668838302473435,13.017432342981406,-5.3485940405079715,3.10646453101559,4.882306476713984,-1.7758419456983938,0.41637905485127646,3.9324242636488287,-1.530436122527457,13.009530378257047,0.017615183328251474,0.3974819808874649,0.1353340056531056,0.9548057112932994,1.0324971929576143,4.644251651691314,10.273196584525252,1733.365026891309,-4.314930508888999,0.7937983617151676,2.1430254568688967,-1.349227095153729,8.882336966048028,14.263421798665423,-5.381084832617393,2.9486649932755995,4.626430361763049,-1.6777653684874487,0.35266003585454686,3.5787195648898593,-1.5916553345897648,13.10171386790505,-0.7148278979103276,0.28124553211839426,0.11979667047805913,1.0253568632233667,1.541579327288132,4.183160080979201,7.784422362028836,7.278420332484091,1.5455498350855843,1.7269046946298503,-0.1813548595442657,13.20861634897581,12.377586278510627,0.8310300704651814,4.397404932144947,4.5315651779592345,-0.13416024581428831,0.3187150875975694,4.081249249895745,-0.1353417521697077,12.337489482841503,-1.2880377125910218,1.1005820803884034,0.42785812314389604,0.9521457086474098,1.377827770367768,5.233694324569238,7.381463052145684,1661.2714659005571,2.138747743406494,2.3744791545532102,0.7385677298891014,1.6359114246641087,11.778443651003375,11.62811566970585,0.1503279812975244,4.486161888862288,3.9127887972831683,0.57337309157912,0.4104638206103642,5.209772531149791,-0.1754030263383153,11.89945543423626,-1.405132263282061,2.0661061903041325,0.7227515356519715,1.2888968425949903,0.8994573263391399,5.83979322043226,7.663890914549362
2017-01-21,00:00,Liverpool,Swansea,A,2.0,3.0,17,-17,16-17,1842.83557129,1598.42236328,244.4132080100001,1.2142857142857142,6.935714285714285,14.285714285714286,7,1.22,7.0,15.0,7.017618790146316,2.3992461252925708,0.6824528244898573,1.7167933008027134,15.89521341068829,7.628067221765433,8.267146188922858,4.880830440967992,2.4183296374742436,2.4625008034937492,0.2722626181633806,6.697010652641119,2.7075819116872655,9.727627209145684,0.10377101752433547,2.6149002900427267,0.9036258807832446,1.4816846725327129,0.4623881657808857,12.256817411742782,2.0018678736753888,1726.4748798671849,7.586429937712214,1.8729308583502018,1.0168381411947802,0.8560927171554215,14.99581461574509,8.359629341473024,6.636185274272067,6.132742931716915,3.1054213559503574,3.027321575766557,0.3676269223912227,6.148096493215726,2.4943894228146357,11.095824234500638,0.7587610628354086,1.8769158341571401,0.7105424360170358,1.6174607431799128,0.9625120361005111,9.275017364388734,3.6537936282271133,-5.061904865862376,1.036699904495913,2.3078077571569238,-1.271107852661011,10.023420810608213,12.336050802125724,-2.31262999151751,3.240935436921568,5.051479171091873,-1.8105437341703055,0.31918880830451696,5.835540600868581,1.896561302951205,12.275341830301073,-1.3367836977920449,1.1143896411741834,0.3827973448908801,0.6555429698701587,2.3174805252032646,4.709376361799616,5.557141031394229,1663.3463843670283,-7.668226927701993,0.8715962651867666,2.8576311845658253,-1.9860349193790592,11.864970632609428,12.18428156666428,-0.31931093405485594,4.058235752402604,5.232621883941587,-1.1743861315389832,0.3337758155836607,5.21314748540025,1.9545208177723923,12.191409017698948,-1.7305171377216546,0.8060314102011263,0.27356034156645764,0.8071844299062013,2.3465645844811243,5.443609579290261,11.631776916402202
2017-01-21,00:00,Man City,Tottenham,D,2.0,2.0,-3,3,16-17,1832.45983887,1851.0546875,-18.594848629999888,2.132857142857143,3.46,3.607142857142857,7,2.15,3.5,3.6,3.8334336486191893,1.8202176744375307,1.0319986029285042,0.7882190715090264,14.988329270809746,7.851903841047914,7.1364254297618315,4.87779078285324,2.3887751465271845,2.489015636326055,0.32814219041158976,7.803822852351607,3.862172908796802,11.083676527272766,1.6492927482864308,2.4045800836462212,0.8256949378008179,1.4231279674858863,0.6672348009044038,8.425870179670262,4.648836114058594,1720.307674825242,4.802501731330788,1.2867775150324259,1.7778057605693751,-0.49102824553694907,13.81586408617184,7.708696163389531,6.107167922782311,4.4461396320263695,2.934332973472121,1.511806658554249,0.32140156355277094,7.066665117201564,3.1294312051970308,10.580409695689227,2.667845332634787,1.521348993070579,0.5119872597752156,1.0480902284789466,0.6362071847819123,8.517306787580887,3.550615569790162,3.769317040426707,2.5469836192773676,1.0647300877600376,1.48225353151733,16.062683174354934,9.360318506677094,6.702364667677837,5.230630337128721,2.8587926296851625,2.371837707443559,0.33014634602123655,6.209312668969545,3.800984863889717,12.452220824431695,-0.873844447116483,1.932643850016767,0.6697955749805767,1.779127323136762,0.9477845988526149,6.938444607902188,5.5939956977917005,1715.3060518407576,4.186166512651656,3.0070955593045583,0.4984943496791301,2.5086012096254287,18.354550565001652,7.298746700739011,11.055803864262641,6.9701954502242565,1.8608177232227492,5.109377727001508,0.36229519662133225,5.962489642021675,3.606999060755029,10.658429150766327,0.6166082136542369,2.705314656475342,0.9086780507047707,2.2403120955344473,0.679688286139875,8.038983434671891,3.451218701276565
2017-01-21,00:00,Middlesbrough,West Ham,A,1.0,3.0,-4,4,16-17,1608.52783203,1673.50109863,-64.97326659999999,2.467142857142857,3.1671428571428573,3.1828571428571424,7,2.5,3.2,3.25,-2.912830676432572,0.9101938819474364,0.6240758293838864,0.28611805256355016,10.061025420077554,11.72484274019819,-1.6638173201206377,2.4987677725118487,3.168841016803103,-0.6700732442912537,0.2502306477093207,4.047634640241276,-0.4683153813011632,9.86978026712624,0.49956053425247754,1.4620077552778974,0.5453425247738044,0.886833616845171,0.9472080499530593,2.2072308547123183,9.444350775008147,1707.6049244215442,-3.2735371327306657,0.5128600364728777,0.7240207470972421,-0.2111607106243644,7.9582998561880025,14.231921083293054,-6.273621227105049,1.8783842044493841,5.08736690937948,-3.2089827049300963,0.2364142606525117,2.577644370005824,-2.638276158118509,12.871600234462289,-0.6773714861544287,0.8655061069364156,0.37056094077348156,0.6305259255624454,1.1336467916424546,2.217827495703515,8.745580148050164,-2.398231250759216,1.537790106430421,1.3961314806951999,0.14165862573522137,15.611539706138979,14.257797810713313,1.3537418954256644,4.551354948041141,5.178959520413462,-0.6276045723723214,0.3293242341323513,5.369715755539408,-2.2361957580502465,10.637440469262641,0.4140143180989303,1.0225254806822053,0.38288998461237084,1.735248580256349,1.4155719158458617,4.693591302457623,10.128951645290066,1726.7072523869408,-1.0231327914210526,1.5444185036292857,1.035972598024518,0.5084459056047678,14.397494695440198,12.682245187738582,1.7152495077016179,3.9576045989013213,4.22357736264954,-0.2659727637482196,0.28298418631838257,4.238735513151834,0.09002076310662828,10.335367296843183,1.830400562982118,1.617939278026723,0.5540588609806707,1.5781051810362725,1.31990301843516,3.6716876822503908,9.453314937994996
2017-01-21,00:00,Stoke,Man United,D,1.0,1.0,-4,4,16-17,1682.37683105,1814.8963623,-132.51953125,5.932857142857143,4.054285714285714,1.61,7,6.0,4.2,1.6,-0.3345968782435511,1.5497019964811687,0.687913624898523,0.8617883715826459,13.81873533517521,12.06391856192386,1.754816773251355,4.956764241108027,4.163030707251196,0.7937335338568307,0.3864946698925772,6.185357223192804,-1.2873974291816561,9.701372746226312,3.198278831153269,1.9336360484661246,0.7104922815837336,1.8933061047618078,1.1550069321188134,6.845009657842495,5.427380082951413,1671.1138137975308,-1.8078379288146778,1.8945696562200447,1.605997286779144,0.2885723694409006,11.798394198440576,14.381835168543793,-2.583440970103218,4.3970361367885245,4.332160940372793,0.06487519641573161,0.3857253662647872,4.205986355912087,-2.6159879000961217,9.601741786900465,3.7703317739947773,1.724822359440119,0.6018718853363779,1.1608143499474788,1.3658692125762053,6.053040579569011,8.907409397969689,4.489148231509591,1.7819998536725623,0.5851247057544058,1.1968751479181565,12.310678128103293,8.99289130413259,3.3177868239707027,4.900170161500672,2.571992906210016,2.3281772552906554,0.3992486053337652,3.134417224906632,0.6174800352539456,12.938052640060892,-2.378635321713998,2.520488057412287,0.8616396415210624,1.2054997382285277,0.9096040949997025,10.328579372106747,3.5025907688039,1677.8679411553092,4.427645291591612,1.6956393219722412,0.7008911127134416,0.9947482092587997,16.321127693637653,9.618228585155604,6.702899108482044,6.157590968413186,2.944891135837252,3.2126998325759346,0.37937672606545686,5.386665062610376,1.3466208708590341,12.914311610933913,-1.0591317147890644,2.2644113458784787,0.8128699141955092,1.535924802618305,0.9247745716350484,11.402300216170758,3.9631750870116025
2017-01-21,00:00,West Brom,Sunderland,H,2.0,0.0,12,-12,16-17,1674.34729004,1594.44250488,79.90478516000007,1.691428571428571,3.772857142857143,5.547142857142857,7,1.7,3.8,5.75,3.6505760868035453,2.130787688848249,1.3102542939562187,0.82053339489203,10.233655063174066,13.394150736055185,-3.160495672881119,3.559240043276368,5.151918094353634,-1.5926780510772645,0.3704448174738446,3.809506348653614,-2.9093490682116303,8.744769489105382,-0.465385232401842,2.0528144242787127,0.6924337535513335,0.8905443822565069,1.1738944409550196,2.0762146002441613,5.014579468632402,1663.0874635852224,0.5506813336909008,1.2852761147191114,1.8521740789455863,-0.5668979642264746,6.886113371666272,16.088290594382837,-9.202177222716566,2.2768417917553037,6.477537003411264,-4.200695211655961,0.2851420342873031,3.020589349969638,-4.009724584100962,10.281170883967238,-0.8533637595338661,1.412798596658521,0.47786655170130277,0.6014930037025874,1.4708582784255053,1.5272888251141221,7.736535442634959,-6.577733033472243,0.7375992308524032,2.8833448650659808,-2.1457456342135774,9.208201341902974,19.950446606110642,-10.742245264207664,2.823314260069243,6.595673495030606,-3.7723592349613635,0.3252281833720203,3.312094251540421,-3.486465002115837,9.532286736091573,-0.6239433686884983,0.23206344383564664,0.08168970488702997,0.5870910520590116,2.338840729126039,4.228103399949971,10.62726985887196,1695.9057309288123,-9.39699018645455,1.1308525296497471,2.386623840383266,-1.255771310733518,11.130590224620455,17.589874871989167,-6.459284647368717,3.5562687090490352,7.819753414114406,-4.2634847050653715,0.3405420755637566,3.609815106211863,-1.6328669432737837,11.364728293705952,-1.6033934424068,0.6334512840808554,0.2435898917015045,1.037125639446715,1.8541955807295327,5.073919980527187,8.612277507116838
2017-01-22,00:00,Arsenal,Burnley,H,2.0,1.0,8,-8,16-17,1875.96533203,1642.41967773,233.5456542999998,1.2028571428571428,7.078571428571428,15.528571428571428,7,1.2,7.5,17.0,8.391077088710647,1.9347471525823419,0.4231155480456898,1.5116316045366522,20.512334735254253,7.785771824796326,12.726562910457927,6.76285989844712,3.3450382631155158,3.4178216353316038,0.32473371215202074,6.6956044818693226,1.6508646429410323,9.75121420761608,-1.0816750056652331,2.7473551064869555,0.9344231229876053,1.797385113486463,0.8700547049286877,17.634228187070473,3.3775152370298627,1657.6021507251392,8.936647539649714,2.595985495755804,1.0081361850918722,1.5878493106639322,15.918725121879222,10.319274679115187,5.599450442764036,5.610469294611785,3.834789432350158,1.7756798622616259,0.33954153012544136,4.7361792894721075,0.060763222508828166,10.107770202946291,-0.36113167070541896,2.1214593635208914,0.7455424678079082,1.7121597668224924,0.9354968770373201,18.067112012431842,4.364516311657465,-4.582035208696015,0.6017527401440801,1.9221604370734937,-1.3204076969294134,8.58980736552646,20.02858864460302,-11.438781279076562,2.4429385170654196,6.101390904604536,-3.658452387539117,0.29641469031479606,4.680652443863932,-3.5144255663750816,11.624809043744106,-1.0579185323355638,0.08855000039555107,0.037027001488066494,0.8205473630536627,1.3436123439110894,5.014590323504698,6.845260781752078,1769.0869700989654,-2.695278986768762,1.4188388925554816,1.0878344667319628,0.3310044258235187,10.137815134122707,16.755364275846045,-6.617549141723337,3.6397247738462983,4.536103117995877,-0.8963783441495776,0.3694404437622654,4.633361696162373,-1.8754725685498301,12.51817349980451,-0.1696202526317948,1.7168907699551734,0.5744635676250033,1.007286149804763,0.9869070917599925,5.017959587078125,5.677926784521874
2017-01-22,00:00,Chelsea,Hull,H,2.0,0.0,18,-18,16-17,1876.32922363,1557.50952148,318.8197021499998,1.1757142857142855,7.75,17.214285714285715,7,1.18,8.0,19.0,7.883691431248902,3.0387491944099683,0.8422401929204262,2.196509001489542,15.174340990445982,6.8650865493923625,8.309254441053621,5.384451719381029,2.512723718642287,2.8717280007387416,0.351655155332586,5.66989923166098,1.7776959546794715,10.355314456861594,2.056591797393066,2.905984615892424,0.9709476703093316,1.6471157660342128,0.6032520800594966,10.04099823198816,4.1689301502390625,1691.081512986988,10.152959677530246,2.1486001364242404,0.7388468594844755,1.4097532769397654,12.502189734965544,7.541649875394032,4.960539859571512,4.155270279923613,2.3035505779760523,1.8517197019475615,0.33040380317889356,5.175846739415404,1.7409739635574843,10.184478570030892,0.5794067611833489,2.411577628116961,0.804411719525077,1.2437567713854087,0.5227772612603291,9.198001491084257,3.9701787241020634,-7.421287280624612,0.4229566443995889,2.3179955476966647,-1.8950389032970754,13.620414570558802,15.663075334878693,-2.042660764319893,4.868716583527795,5.62855794107666,-0.7598413575488655,0.36294002470099573,6.796900562012227,-0.8276676981034807,8.22997618061812,-0.22636257113614827,0.052800641829705806,0.020060914362068912,0.9869179665553972,1.3972642894620273,4.982356545644284,3.4082649826471467,1680.5566717048061,-9.96164791193417,1.423827359807189,2.0340147452130073,-0.6101873854058184,13.319404026338253,13.772594115512167,-0.45319008917391346,4.147664431066655,5.92906866020239,-1.7814042291357342,0.31327073101974334,5.369630037472195,-1.076889138820153,10.158884528302353,0.1251141597405242,1.0115995489740137,0.37265187750461465,1.0050415622100795,1.4878508670999757,3.0430733780245767,4.262801517645831
2017-01-22,00:00,Southampton,Leicester,H,3.0,0.0,2,-2,16-17,1694.82519531,1719.20544434,-24.38024902999996,1.864285714285714,3.454285714285714,4.814285714285715,7,1.83,3.5,5.25,-0.7894010035768416,0.9875717936567532,1.7168444494589492,-0.7292726558021958,11.738632756763328,10.50395031049169,1.2346824462716368,2.7206509344514203,3.142666944949886,-0.42201601049846565,0.19204265118209693,5.159655584536514,0.501580554356321,11.167436281610623,3.6068028788892246,1.021386206440156,0.3552539071084983,0.9893930100703632,0.9525787144664019,4.109903843009837,4.957660759799751,1712.305741661501,0.3011409513755139,0.6160777046904132,1.7690896904702471,-1.153011985779834,14.15476570399713,11.03872961282684,3.116036091170294,3.7545229833759675,3.8536333328105696,-0.09911034943460215,0.2520360440808851,6.541134699836826,1.3137310458903932,12.408432594919192,-0.7346713243818678,0.5800282051819224,0.20882902496514524,0.9829279790415882,1.1195210136029234,4.7126129727742505,5.818762719055849,-0.8548878875836898,0.7154401093438547,1.2134023252398825,-0.4979622158960277,11.732008301494648,13.105801960501298,-1.3737936590066482,4.595621390840476,3.9128488072926095,0.6827725835478661,0.3763993660837387,5.6122762139746545,0.8872761668623613,12.167664339460915,-3.400872488871454,0.6287156887679919,0.31114878451000966,0.9841882833999165,1.3550239952364842,6.84315601901859,5.3879912686329,1648.8742677439502,-5.5033342241111445,0.648188747378195,1.512009174259355,-0.8638204268811603,9.858282830494357,12.651936348331912,-2.7936535178375554,3.5718125508662166,3.48032508744313,0.0914874634230865,0.34953901434301543,4.483612123325967,-0.6074977300395555,10.772470508810965,-2.19197980458366,0.903307568397509,0.35257977453613165,0.8091172702588236,1.1065030158047635,5.620457851687256,5.956697846477933
