Date,Time,HomeTeam,AwayTeam,FTR,FTHG,FTAG,Home_TablePosDiff,Home_TablePosDiff_Rolling5,Home_TablePosDiff_Rolling10,Home_GoalsFor_Rolling5,Home_GoalsFor_Rolling10,Home_Shots_Rolling5,Home_Shots_Rolling10,Home_ShotsOnTarget_Rolling5,Home_ShotsOnTarget_Rolling10,Home_Corners_Rolling5,Home_Corners_Rolling10,Home_Fouls_Rolling5,Home_Fouls_Rolling10,Home_TablePosDiff_Rolling5_all,Home_TablePosDiff_Rolling10_all,Home_GoalsFor_Rolling5_all,Home_GoalsFor_Rolling10_all,Home_Shots_Rolling5_all,Home_Shots_Rolling10_all,Home_ShotsOnTarget_Rolling5_all,Home_ShotsOnTarget_Rolling10_all,Home_Corners_Rolling5_all,Home_Corners_Rolling10_all,Home_Fouls_Rolling5_all,Home_Fouls_Rolling10_all,Home_Points_Rolling5,Home_Points_Rolling10,Home_Points_Rolling5_all,Home_Points_Rolling10_all,Home_Win_Rolling5,Home_Win_Rolling10,Home_Win_Rolling5_all,Home_Win_Rolling10_all,TablePosDiff,TablePosDiff_Rolling5,TablePosDiff_Rolling10,GoalsFor_Rolling5,GoalsFor_Rolling10,Shots_Rolling5,Shots_Rolling10,ShotsOnTarget_Rolling5,ShotsOnTarget_Rolling10,Corners_Rolling5,Corners_Rolling10,Fouls_Rolling5,Fouls_Rolling10,TablePosDiff_Rolling5_all,TablePosDiff_Rolling10_all,GoalsFor_Rolling5_all,GoalsFor_Rolling10_all,Shots_Rolling5_all,Shots_Rolling10_all,ShotsOnTarget_Rolling5_all,ShotsOnTarget_Rolling10_all,Corners_Rolling5_all,Corners_Rolling10_all,Fouls_Rolling5_all,Fouls_Rolling10_all,Points_Rolling5,Points_Rolling10,Points_Rolling5_all,Points_Rolling10_all,Win_Rolling5,Win_Rolling10,Win_Rolling5_all,Win_Rolling10_all
2024-09-28,15:00,Nott'm Forest,Fulham,A,0,1,1,0.0,0.0,1.0,1.0,15.0,15.0,6.5,6.5,4.5,4.5,16.0,16.0,-2.0,-2.0,1.2,1.2,12.4,12.4,5.4,5.4,4.4,4.4,12.6,12.6,1.0,1.0,1.8,1.8,0.5,0.5,0.7,0.7,-1,0.0,0.0,0.5,0.5,9.5,9.5,3.0,3.0,7.0,7.0,12.5,12.5,-1.2,-1.2,1.4,1.4,16.0,16.0,5.6,5.6,6.0,6.0,14.0,14.0,0.5,0.5,1.6,1.6,0.25,0.25,0.6,0.6
2024-09-28,17:30,Wolves,Liverpool,A,1,2,-16,-5.0,-5.0,1.5,1.5,12.0,12.0,4.5,4.5,4.5,4.5,15.0,15.0,-4.4,-4.4,1.0,1.0,10.8,10.8,3.8,3.8,3.8,3.8,15.6,15.6,0.0,0.0,0.2,0.2,0.0,0.0,0.1,0.1,16,0.0,0.0,2.5,2.5,14.5,14.5,4.0,4.0,6.0,6.0,12.5,12.5,2.8,2.8,2.0,2.0,16.2,16.2,6.8,6.8,6.2,6.2,12.0,12.0,3.0,3.0,2.4,2.4,1.0,1.0,0.8,0.8
2024-09-29,14:00,Ipswich,Aston Villa,D,2,2,-13,0.0,0.0,0.5,0.5,9.0,9.0,3.0,3.0,5.0,5.0,12.0,12.0,-2.2,-2.2,0.6,0.6,7.6,7.6,2.8,2.8,4.6,4.6,14.2,14.2,0.5,0.5,0.6,0.6,0.25,0.25,0.3,0.3,13,0.0,0.0,2.0,2.0,12.5,12.5,4.0,4.0,3.5,3.5,16.0,16.0,4.6,4.6,2.0,2.0,12.4,12.4,4.6,4.6,4.6,4.6,12.2,12.2,3.0,3.0,2.4,2.4,1.0,1.0,0.8,0.8
2024-09-29,16:30,Man United,Tottenham,A,0,3,-1,0.0,0.0,0.5,0.5,11.0,11.0,4.0,4.0,6.0,6.0,9.5,9.5,2.2,2.2,1.0,1.0,13.6,13.6,5.6,5.6,6.8,6.8,11.6,11.6,1.5,1.5,1.4,1.4,0.5,0.5,0.5,0.5,1,0.0,0.0,1.0,1.0,17.5,17.5,6.5,6.5,12.5,12.5,12.5,12.5,-2.0,-2.0,1.8,1.8,17.2,17.2,7.0,7.0,10.6,10.6,12.0,12.0,0.5,0.5,1.4,1.4,0.25,0.25,0.5,0.5
2024-09-30,20:00,Bournemouth,Southampton,H,3,1,6,1.5,1.5,0.5,0.5,17.5,17.5,5.5,5.5,7.0,7.0,17.5,17.5,-0.6,-0.6,1.0,1.0,16.8,16.8,5.6,5.6,6.6,6.6,11.2,11.2,0.5,0.5,1.0,1.0,0.25,0.25,0.4,0.4,-6,0.0,0.0,0.5,0.5,18.5,18.5,5.0,5.0,10.0,10.0,11.5,11.5,-1.6,-1.6,0.4,0.4,11.8,11.8,3.6,3.6,5.2,5.2,12.8,12.8,0.0,0.0,0.2,0.2,0.0,0.0,0.1,0.1
2024-10-05,12:30,Crystal Palace,Liverpool,A,0,1,-17,-2.3333333333333335,-2.3333333333333335,0.6666666666666666,0.6666666666666666,14.333333333333334,14.333333333333334,3.3333333333333335,3.3333333333333335,4.0,4.0,9.0,9.0,-0.6,-0.5,0.8,0.8333333333333334,13.8,13.833333333333334,3.6,4.0,5.0,5.333333333333333,10.2,11.0,0.6666666666666666,0.6666666666666666,0.6,0.5,0.3333333333333333,0.3333333333333333,0.3,0.25,17,5.333333333333333,5.333333333333333,2.3333333333333335,2.3333333333333335,13.0,13.0,4.666666666666667,4.666666666666667,7.333333333333333,7.333333333333333,11.0,11.0,6.0,5.0,2.0,2.0,14.6,15.166666666666666,7.0,6.666666666666667,6.2,6.833333333333333,10.0,11.333333333333334,3.0,3.0,2.4,2.5,1.0,1.0,0.8,0.8333333333333334
2024-10-05,15:00,Arsenal,Southampton,H,3,1,16,3.6666666666666665,3.6666666666666665,2.3333333333333335,2.3333333333333335,21.666666666666668,21.666666666666668,9.666666666666666,9.666666666666666,9.333333333333334,9.333333333333334,13.333333333333334,13.333333333333334,3.0,2.5,2.0,2.0,13.6,14.333333333333334,6.8,6.666666666666667,5.8,6.166666666666667,11.6,12.5,2.3333333333333335,2.3333333333333335,2.2,2.3333333333333335,0.8333333333333334,0.8333333333333334,0.8,0.8333333333333334,-16,-2.0,-2.0,0.6666666666666666,0.6666666666666666,15.333333333333334,15.333333333333334,4.333333333333333,4.333333333333333,8.0,8.0,11.666666666666666,11.666666666666666,-2.8,-2.3333333333333335,0.6,0.5,9.8,11.333333333333334,3.4,3.5,3.6,5.0,12.0,12.666666666666666,0.0,0.0,0.2,0.16666666666666666,0.0,0.0,0.1,0.08333333333333333
2024-10-05,15:00,Brentford,Wolves,H,5,3,7,0.6666666666666666,0.6666666666666666,2.0,2.0,12.333333333333334,12.333333333333334,5.0,5.0,4.333333333333333,4.333333333333333,6.0,6.0,-0.2,-0.16666666666666666,1.2,1.3333333333333333,10.0,9.833333333333334,4.6,4.666666666666667,4.0,4.0,6.2,6.166666666666667,2.3333333333333335,2.3333333333333335,0.8,1.1666666666666667,0.8333333333333334,0.8333333333333334,0.3,0.4166666666666667,-7,-4.0,-4.0,0.6666666666666666,0.6666666666666666,10.0,10.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,16.0,16.0,-7.6,-6.333333333333333,1.2,1.0,10.6,10.333333333333334,3.8,3.6666666666666665,3.8,3.5,16.0,15.666666666666666,0.3333333333333333,0.3333333333333333,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1,0.08333333333333333
2024-10-05,15:00,Leicester,Bournemouth,H,1,0,-5,1.6666666666666667,1.6666666666666667,1.0,1.0,9.333333333333334,9.333333333333334,2.6666666666666665,2.6666666666666665,3.0,3.0,11.666666666666666,11.666666666666666,-1.0,-0.8333333333333334,1.4,1.3333333333333333,9.0,8.666666666666666,3.2,3.1666666666666665,2.8,2.6666666666666665,11.6,11.5,0.6666666666666666,0.6666666666666666,0.4,0.5,0.3333333333333333,0.3333333333333333,0.2,0.25,5,-2.0,-2.0,1.3333333333333333,1.3333333333333333,16.333333333333332,16.333333333333332,5.666666666666667,5.666666666666667,6.333333333333333,6.333333333333333,7.0,7.0,0.6,0.5,1.4,1.3333333333333333,17.0,16.333333333333332,6.0,5.666666666666667,6.8,6.666666666666667,13.4,12.5,1.3333333333333333,1.3333333333333333,1.4,1.3333333333333333,0.5,0.5,0.5,0.5
2024-10-05,15:00,Man City,Fulham,H,3,2,3,3.0,3.0,2.6666666666666665,2.6666666666666665,21.666666666666668,21.666666666666668,7.666666666666667,7.666666666666667,10.0,10.0,6.666666666666667,6.666666666666667,2.8,2.3333333333333335,2.4,2.3333333333333335,20.8,19.166666666666668,7.4,7.0,9.4,8.333333333333334,6.6,7.0,2.3333333333333335,2.3333333333333335,2.2,2.3333333333333335,0.8333333333333334,0.8333333333333334,0.8,0.8333333333333334,-3,-0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.6666666666666666,11.0,11.0,2.6666666666666665,2.6666666666666665,6.333333333333333,6.333333333333333,13.333333333333334,13.333333333333334,-1.4,-1.1666666666666667,1.6,1.3333333333333333,16.8,15.666666666666666,5.6,5.0,5.4,5.833333333333333,15.0,14.166666666666666,1.3333333333333333,1.3333333333333333,2.2,1.8333333333333333,0.5,0.5,0.8,0.6666666666666666
2024-10-05,15:00,West Ham,Ipswich,H,4,1,1,-2.0,-2.0,0.6666666666666666,0.6666666666666666,13.0,13.0,4.0,4.0,4.666666666666667,4.666666666666667,15.0,15.0,-1.8,-1.5,1.0,1.0,14.6,14.5,3.6,3.5,4.2,4.333333333333333,14.6,15.166666666666666,0.0,0.0,1.0,0.8333333333333334,0.0,0.0,0.4,0.3333333333333333,-1,-3.6666666666666665,-3.6666666666666665,0.6666666666666666,0.6666666666666666,6.666666666666667,6.666666666666667,2.6666666666666665,2.6666666666666665,4.333333333333333,4.333333333333333,15.666666666666666,15.666666666666666,-4.8,-4.0,1.0,0.8333333333333334,9.2,8.833333333333334,3.4,3.1666666666666665,6.2,5.5,14.4,13.5,0.6666666666666666,0.6666666666666666,0.8,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333
2024-10-05,17:30,Everton,Newcastle,D,0,0,-9,-1.3333333333333333,-1.3333333333333333,1.3333333333333333,1.3333333333333333,11.666666666666666,11.666666666666666,3.6666666666666665,3.6666666666666665,4.666666666666667,4.666666666666667,9.0,9.0,-4.0,-3.3333333333333335,1.4,1.1666666666666667,11.6,11.166666666666666,3.6,3.1666666666666665,4.2,3.6666666666666665,11.6,11.0,1.0,1.0,0.8,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3,0.25,9,5.666666666666667,5.666666666666667,1.3333333333333333,1.3333333333333333,14.333333333333334,14.333333333333334,5.0,5.0,5.333333333333333,5.333333333333333,7.333333333333333,7.333333333333333,2.4,2.0,1.4,1.3333333333333333,12.6,11.0,4.4,3.8333333333333335,5.6,5.166666666666667,10.4,11.166666666666666,1.3333333333333333,1.3333333333333333,1.6,1.8333333333333333,0.5,0.5,0.6,0.6666666666666666
2024-10-06,14:00,Aston Villa,Man United,D,0,0,9,7.666666666666667,7.666666666666667,2.0,2.0,12.333333333333334,12.333333333333334,5.0,5.0,5.333333333333333,5.333333333333333,9.666666666666666,9.666666666666666,7.2,6.0,2.0,2.0,10.8,11.5,4.6,4.333333333333333,4.0,3.8333333333333335,12.8,12.5,2.0,2.0,2.0,2.1666666666666665,0.6666666666666666,0.6666666666666666,0.7,0.75,-9,3.6666666666666665,3.6666666666666665,1.3333333333333333,1.3333333333333333,15.333333333333334,15.333333333333334,6.666666666666667,6.666666666666667,7.333333333333333,7.333333333333333,13.0,13.0,2.0,1.6666666666666667,0.8,0.8333333333333334,13.0,13.166666666666666,5.0,5.0,6.4,6.5,12.4,12.333333333333334,1.3333333333333333,1.3333333333333333,0.8,1.1666666666666667,0.5,0.5,0.3,0.4166666666666667
2024-10-06,14:00,Chelsea,Nott'm Forest,D,1,1,6,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,12.666666666666666,12.666666666666666,5.666666666666667,5.666666666666667,5.333333333333333,5.333333333333333,10.666666666666666,10.666666666666666,0.8,0.6666666666666666,3.0,2.5,12.8,12.333333333333334,6.0,5.5,5.0,4.833333333333333,10.2,10.5,1.3333333333333333,1.3333333333333333,2.6,2.1666666666666665,0.5,0.5,0.9,0.75,-6,-3.3333333333333335,-3.3333333333333335,1.3333333333333333,1.3333333333333333,10.666666666666666,10.666666666666666,4.666666666666667,4.666666666666667,4.333333333333333,4.333333333333333,10.333333333333334,10.333333333333334,-1.8,-1.5,1.0,1.0,11.8,12.166666666666666,4.0,4.666666666666667,5.2,4.666666666666667,11.4,12.333333333333334,2.3333333333333335,2.3333333333333335,1.6,1.5,0.8333333333333334,0.8333333333333334,0.6,0.5833333333333334
2024-10-06,16:30,Brighton,Tottenham,H,3,2,-3,5.333333333333333,5.333333333333333,1.3333333333333333,1.3333333333333333,16.333333333333332,16.333333333333332,4.666666666666667,4.666666666666667,7.333333333333333,7.333333333333333,11.666666666666666,11.666666666666666,3.0,2.5,1.4,1.6666666666666667,17.2,16.0,4.6,4.666666666666667,6.2,6.0,10.0,9.666666666666666,1.6666666666666667,1.6666666666666667,1.2,1.5,0.6666666666666666,0.6666666666666666,0.5,0.5833333333333334,3,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,19.666666666666668,19.666666666666668,7.666666666666667,7.666666666666667,9.333333333333334,9.333333333333334,13.0,13.0,-1.8,-1.5,2.2,2.0,19.0,18.333333333333332,7.6,7.5,8.6,9.333333333333334,12.4,12.333333333333334,1.3333333333333333,1.3333333333333333,1.8,1.6666666666666667,0.5,0.5,0.6,0.5833333333333334
2024-10-19,12:30,Tottenham,West Ham,H,4,1,3,-3.3333333333333335,-3.3333333333333335,2.3333333333333335,2.3333333333333335,17.0,17.0,7.333333333333333,7.333333333333333,9.333333333333334,9.333333333333334,11.666666666666666,11.666666666666666,-1.2,-0.8571428571428571,1.8,2.0,19.0,17.571428571428573,6.8,6.857142857142857,7.6,9.0,12.2,12.0,2.0,2.0,1.2,1.4285714285714286,0.6666666666666666,0.6666666666666666,0.4,0.5,-3,-1.0,-1.0,1.3333333333333333,1.3333333333333333,16.0,16.0,3.0,3.0,4.0,4.0,15.333333333333334,15.333333333333334,-1.6,-1.1428571428571428,1.4,1.4285714285714286,15.6,15.714285714285714,5.6,4.857142857142857,4.6,4.428571428571429,13.6,14.714285714285714,1.6666666666666667,1.6666666666666667,1.0,1.1428571428571428,0.6666666666666666,0.6666666666666666,0.4,0.42857142857142855
2024-10-19,15:00,Fulham,Aston Villa,A,1,3,-4,-2.0,-2.0,2.0,2.0,20.333333333333332,20.333333333333332,7.333333333333333,7.333333333333333,5.333333333333333,5.333333333333333,15.0,15.0,-2.0,-1.4285714285714286,1.6,1.4285714285714286,15.4,15.0,5.2,4.857142857142857,4.6,5.428571428571429,14.2,13.571428571428571,2.3333333333333335,2.3333333333333335,1.6,1.5714285714285714,0.8333333333333334,0.8333333333333334,0.6,0.5714285714285714,4,4.333333333333333,4.333333333333333,2.0,2.0,10.666666666666666,10.666666666666666,3.6666666666666665,3.6666666666666665,2.3333333333333335,2.3333333333333335,15.333333333333334,15.333333333333334,9.0,6.428571428571429,2.0,1.7142857142857142,10.8,11.428571428571429,4.2,3.857142857142857,4.4,4.142857142857143,13.6,12.428571428571429,2.3333333333333335,2.3333333333333335,2.2,2.0,0.8333333333333334,0.8333333333333334,0.8,0.7142857142857143
2024-10-19,15:00,Ipswich,Everton,A,0,2,-1,-4.333333333333333,-4.333333333333333,1.0,1.0,11.0,11.0,3.6666666666666665,3.6666666666666665,6.666666666666667,6.666666666666667,11.333333333333334,11.333333333333334,-5.0,-3.5714285714285716,1.0,0.8571428571428571,10.8,8.857142857142858,3.6,3.0,7.0,5.428571428571429,12.6,12.428571428571429,0.6666666666666666,0.6666666666666666,0.8,0.5714285714285714,0.3333333333333333,0.3333333333333333,0.4,0.2857142857142857,1,-5.333333333333333,-5.333333333333333,1.0,1.0,10.666666666666666,10.666666666666666,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,13.0,13.0,-5.8,-4.142857142857143,1.4,1.0,11.2,10.714285714285714,3.8,3.0,3.2,3.142857142857143,11.0,11.142857142857142,0.3333333333333333,0.3333333333333333,1.0,0.7142857142857143,0.16666666666666666,0.16666666666666666,0.4,0.2857142857142857
2024-10-19,15:00,Man United,Brentford,H,2,1,-2,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,11.0,11.0,3.3333333333333335,3.3333333333333335,5.666666666666667,5.666666666666667,11.666666666666666,11.666666666666666,0.2,0.14285714285714285,0.6,0.7142857142857143,12.8,12.714285714285714,5.0,4.857142857142857,6.2,6.0,12.0,12.142857142857142,1.0,1.0,1.0,1.1428571428571428,0.3333333333333333,0.3333333333333333,0.4,0.42857142857142855,2,-1.0,-1.0,0.6666666666666666,0.6666666666666666,7.333333333333333,7.333333333333333,4.333333333333333,4.333333333333333,3.6666666666666665,3.6666666666666665,6.333333333333333,6.333333333333333,1.2,0.8571428571428571,2.2,1.8571428571428572,12.2,11.142857142857142,6.6,5.714285714285714,5.2,4.857142857142857,6.6,6.571428571428571,0.0,0.0,1.4,1.4285714285714286,0.0,0.0,0.5,0.5
2024-10-19,15:00,Newcastle,Brighton,A,0,1,-1,-1.6666666666666667,-1.6666666666666667,1.3333333333333333,1.3333333333333333,7.666666666666667,7.666666666666667,2.6666666666666665,2.6666666666666665,5.0,5.0,15.0,15.0,4.2,3.0,1.2,1.1428571428571428,12.6,11.428571428571429,4.0,3.7142857142857144,5.8,5.857142857142857,10.4,10.714285714285714,2.3333333333333335,2.3333333333333335,1.6,1.7142857142857142,0.8333333333333334,0.8333333333333334,0.6,0.6428571428571429,1,-0.3333333333333333,-0.3333333333333333,2.0,2.0,15.666666666666666,15.666666666666666,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,7.666666666666667,7.666666666666667,2.4,1.7142857142857142,1.6,1.8571428571428572,16.6,15.285714285714286,4.4,4.571428571428571,6.2,5.714285714285714,11.0,10.285714285714286,1.3333333333333333,1.3333333333333333,1.2,1.7142857142857142,0.5,0.5,0.5,0.6428571428571429
2024-10-19,15:00,Southampton,Leicester,A,2,3,-3,-2.6666666666666665,-2.6666666666666665,0.3333333333333333,0.3333333333333333,7.333333333333333,7.333333333333333,2.6666666666666665,2.6666666666666665,2.0,2.0,13.666666666666666,13.666666666666666,-6.0,-4.285714285714286,0.8,0.5714285714285714,10.4,10.857142857142858,3.6,3.2857142857142856,3.0,4.428571428571429,11.0,12.142857142857142,0.3333333333333333,0.3333333333333333,0.2,0.14285714285714285,0.16666666666666666,0.16666666666666666,0.1,0.07142857142857142,3,-3.3333333333333335,-3.3333333333333335,1.6666666666666667,1.6666666666666667,8.0,8.0,3.6666666666666665,3.6666666666666665,2.3333333333333335,2.3333333333333335,11.333333333333334,11.333333333333334,-2.0,-1.4285714285714286,1.4,1.2857142857142858,8.2,8.285714285714286,2.8,3.0,1.8,2.2857142857142856,11.4,11.571428571428571,0.3333333333333333,0.3333333333333333,1.0,0.8571428571428571,0.16666666666666666,0.16666666666666666,0.4,0.35714285714285715
2024-10-19,17:30,Bournemouth,Arsenal,H,2,0,-11,3.0,3.0,1.3333333333333333,1.3333333333333333,16.333333333333332,16.333333333333332,5.666666666666667,5.666666666666667,7.0,7.0,18.0,18.0,1.6,1.1428571428571428,1.2,1.1428571428571428,17.2,16.428571428571427,5.6,5.142857142857143,7.0,7.0,12.4,12.714285714285714,1.3333333333333333,1.3333333333333333,1.2,1.1428571428571428,0.5,0.5,0.4,0.42857142857142855,11,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,7.0,7.0,3.6666666666666665,3.6666666666666665,3.0,3.0,11.666666666666666,11.666666666666666,6.2,4.428571428571429,2.2,2.142857142857143,17.6,16.428571428571427,7.2,6.571428571428571,8.2,7.142857142857143,10.6,12.142857142857142,2.3333333333333335,2.3333333333333335,2.2,2.4285714285714284,0.8333333333333334,0.8333333333333334,0.8,0.8571428571428571
2024-10-20,14:00,Wolves,Man City,A,1,2,-17,-8.666666666666666,-8.666666666666666,1.3333333333333333,1.3333333333333333,10.666666666666666,10.666666666666666,4.0,4.0,3.6666666666666665,3.6666666666666665,15.333333333333334,15.333333333333334,-9.0,-6.428571428571429,1.4,1.2857142857142858,11.6,11.285714285714286,4.2,4.0,3.4,3.4285714285714284,15.4,14.857142857142858,0.0,0.0,0.2,0.14285714285714285,0.0,0.0,0.1,0.07142857142857142,17,1.6666666666666667,1.6666666666666667,2.0,2.0,16.666666666666668,16.666666666666668,6.333333333333333,6.333333333333333,6.666666666666667,6.666666666666667,7.333333333333333,7.333333333333333,3.4,2.4285714285714284,2.2,2.4285714285714284,22.0,19.285714285714285,7.8,7.0,9.0,8.285714285714286,6.6,6.571428571428571,2.3333333333333335,2.3333333333333335,2.2,2.4285714285714284,0.8333333333333334,0.8333333333333334,0.8,0.8571428571428571
2024-10-20,16:30,Liverpool,Chelsea,H,2,1,4,4.666666666666667,4.666666666666667,1.6666666666666667,1.6666666666666667,17.333333333333332,17.333333333333332,8.666666666666666,8.666666666666666,6.333333333333333,6.333333333333333,11.666666666666666,11.666666666666666,9.4,6.714285714285714,1.8,1.8571428571428572,14.0,15.285714285714286,6.2,6.285714285714286,6.0,7.0,11.0,11.857142857142858,2.0,2.0,2.4,2.5714285714285716,0.6666666666666666,0.6666666666666666,0.8,0.8571428571428571,-4,1.0,1.0,3.3333333333333335,3.3333333333333335,12.0,12.0,5.333333333333333,5.333333333333333,4.333333333333333,4.333333333333333,10.333333333333334,10.333333333333334,2.0,1.4285714285714286,2.0,2.2857142857142856,14.4,13.714285714285714,6.0,5.857142857142857,6.2,5.714285714285714,10.0,10.714285714285714,3.0,3.0,2.2,2.0,1.0,1.0,0.8,0.7142857142857143
2024-10-21,20:00,Nott'm Forest,Crystal Palace,H,1,0,6,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,13.666666666666666,13.666666666666666,4.666666666666667,4.666666666666667,5.0,5.0,14.333333333333334,14.333333333333334,-3.0,-2.142857142857143,1.0,1.0,10.4,12.714285714285714,4.2,5.285714285714286,3.8,4.428571428571429,10.8,12.142857142857142,0.6666666666666666,0.6666666666666666,1.2,1.4285714285714286,0.3333333333333333,0.3333333333333333,0.5,0.5714285714285714,-6,1.3333333333333333,1.3333333333333333,1.0,1.0,13.333333333333334,13.333333333333334,4.666666666666667,4.666666666666667,6.666666666666667,6.666666666666667,13.0,13.0,-4.0,-2.857142857142857,0.8,0.7142857142857143,12.8,13.142857142857142,4.2,4.142857142857143,5.0,5.0,9.8,10.428571428571429,0.3333333333333333,0.3333333333333333,0.6,0.42857142857142855,0.16666666666666666,0.16666666666666666,0.3,0.21428571428571427
2024-10-25,20:00,Leicester,Nott'm Forest,A,1,3,-6,0.0,0.0,1.0,1.0,8.5,8.5,2.5,2.5,2.25,2.25,11.75,11.75,-1.4,-0.875,1.8,1.5,10.0,9.5,3.0,3.125,2.8,2.75,10.8,11.375,1.25,1.25,1.6,1.125,0.5,0.5,0.6,0.4375,6,-4.0,-4.0,1.25,1.25,12.0,12.0,5.75,5.75,4.0,4.0,10.5,10.5,-1.8,-1.125,1.0,1.0,11.2,13.625,4.4,5.375,3.6,4.625,9.6,11.75,2.0,2.0,1.6,1.625,0.75,0.75,0.6,0.625
2024-10-26,15:00,Aston Villa,Bournemouth,D,1,1,7,8.0,8.0,1.5,1.5,12.0,12.0,4.0,4.0,5.5,5.5,10.25,10.25,9.8,6.125,2.2,1.875,11.6,11.75,4.2,4.0,5.8,5.0,11.6,12.25,1.75,1.75,2.2,2.125,0.625,0.625,0.8,0.75,-7,-0.25,-0.25,1.0,1.0,16.5,16.5,4.75,4.75,7.0,7.0,8.75,8.75,-0.6,-0.375,1.0,1.25,16.4,16.0,5.0,5.0,7.6,7.0,14.6,12.625,1.0,1.0,1.2,1.375,0.375,0.375,0.4,0.5
2024-10-26,15:00,Brentford,Ipswich,H,4,3,4,2.25,2.25,2.75,2.75,14.0,14.0,6.75,6.75,5.75,5.75,6.75,6.75,1.6,1.0,1.8,1.75,9.8,10.75,5.6,5.25,5.2,4.5,5.6,6.375,2.5,2.5,0.8,1.25,0.875,0.875,0.3,0.4375,-4,-3.0,-3.0,0.75,0.75,7.25,7.25,2.5,2.5,4.5,4.5,13.25,13.25,-5.2,-3.25,0.8,0.75,11.2,9.375,3.2,2.875,6.4,5.375,12.0,12.375,0.5,0.5,0.6,0.5,0.25,0.25,0.3,0.25
2024-10-26,15:00,Brighton,Wolves,D,2,2,14,3.25,3.25,1.75,1.75,15.0,15.0,4.5,4.5,6.5,6.5,12.25,12.25,2.6,1.625,1.6,1.75,14.2,14.625,4.6,4.625,5.6,5.5,11.4,10.125,2.0,2.0,1.6,1.875,0.75,0.75,0.6,0.6875,-14,-4.75,-4.75,1.25,1.25,11.75,11.75,4.0,4.0,3.25,3.25,14.5,14.5,-12.4,-7.75,1.4,1.25,10.0,10.25,4.0,3.75,3.0,3.125,13.4,14.0,0.25,0.25,0.0,0.125,0.125,0.125,0.0,0.0625
2024-10-26,15:00,Man City,Southampton,H,1,0,18,3.0,3.0,2.75,2.75,21.25,21.25,7.5,7.5,9.5,9.5,6.0,6.0,6.8,4.25,2.0,2.375,21.8,19.625,7.6,7.0,10.4,9.5,7.0,6.375,2.5,2.5,2.2,2.5,0.875,0.875,0.8,0.875,-18,-5.5,-5.5,0.75,0.75,13.5,13.5,3.75,3.75,6.25,6.25,11.0,11.0,-6.6,-4.125,1.0,0.75,9.6,11.25,3.8,3.75,3.4,5.125,11.6,11.875,0.0,0.0,0.2,0.125,0.0,0.0,0.1,0.0625
2024-10-26,17:30,Everton,Fulham,D,1,1,-4,-3.25,-3.25,1.0,1.0,10.75,10.75,3.25,3.25,3.5,3.5,9.75,9.75,-5.6,-3.5,1.4,1.125,9.8,10.75,3.8,3.625,3.2,3.75,11.8,11.0,1.0,1.0,1.6,1.0,0.375,0.375,0.6,0.375,4,-1.0,-1.0,1.0,1.0,11.0,11.0,3.0,3.0,5.5,5.5,12.5,12.5,-2.8,-1.75,1.6,1.375,15.6,14.375,5.2,4.75,4.6,5.5,12.8,12.875,1.0,1.0,1.4,1.375,0.375,0.375,0.5,0.5
2024-10-27,14:00,Chelsea,Newcastle,H,2,1,5,1.75,1.75,1.5,1.5,15.0,15.0,6.25,6.25,6.75,6.75,11.0,11.0,1.2,0.75,2.0,2.125,14.2,13.5,5.0,5.375,6.6,5.75,10.8,11.0,1.25,1.25,2.0,1.75,0.5,0.5,0.7,0.625,-5,6.5,6.5,1.0,1.0,14.25,14.25,4.5,4.5,6.5,6.5,7.5,7.5,4.0,2.5,0.8,1.0,15.0,12.625,4.6,4.0,6.2,6.25,9.4,10.75,1.25,1.25,1.0,1.5,0.5,0.5,0.4,0.5625
2024-10-27,14:00,Crystal Palace,Tottenham,H,1,0,-10,-6.0,-6.0,0.5,0.5,13.0,13.0,3.75,3.75,3.75,3.75,8.5,8.5,-5.2,-3.25,0.6,0.625,15.0,14.0,5.0,4.5,5.2,5.125,9.6,10.625,0.5,0.5,0.4,0.375,0.25,0.25,0.2,0.1875,10,1.0,1.0,1.75,1.75,18.0,18.0,6.5,6.5,8.75,8.75,12.25,12.25,-0.6,-0.375,2.4,2.25,19.4,18.125,7.0,6.875,7.8,9.5,11.6,11.75,1.0,1.0,1.8,1.625,0.375,0.375,0.6,0.5625
