Date,Time,HomeTeam,AwayTeam,FTR,FTHG,FTAG,Home_TablePosDiff,Home_TablePosDiff_Rolling5,Home_TablePosDiff_Rolling10,Home_GoalsFor_Rolling5,Home_GoalsFor_Rolling10,Home_Shots_Rolling5,Home_Shots_Rolling10,Home_ShotsOnTarget_Rolling5,Home_ShotsOnTarget_Rolling10,Home_Corners_Rolling5,Home_Corners_Rolling10,Home_Fouls_Rolling5,Home_Fouls_Rolling10,Home_TablePosDiff_Rolling5_all,Home_TablePosDiff_Rolling10_all,Home_GoalsFor_Rolling5_all,Home_GoalsFor_Rolling10_all,Home_Shots_Rolling5_all,Home_Shots_Rolling10_all,Home_ShotsOnTarget_Rolling5_all,Home_ShotsOnTarget_Rolling10_all,Home_Corners_Rolling5_all,Home_Corners_Rolling10_all,Home_Fouls_Rolling5_all,Home_Fouls_Rolling10_all,Home_Points_Rolling5,Home_Points_Rolling10,Home_Points_Rolling5_all,Home_Points_Rolling10_all,Home_Win_Rolling5,Home_Win_Rolling10,Home_Win_Rolling5_all,Home_Win_Rolling10_all,TablePosDiff,TablePosDiff_Rolling5,TablePosDiff_Rolling10,GoalsFor_Rolling5,GoalsFor_Rolling10,Shots_Rolling5,Shots_Rolling10,ShotsOnTarget_Rolling5,ShotsOnTarget_Rolling10,Corners_Rolling5,Corners_Rolling10,Fouls_Rolling5,Fouls_Rolling10,TablePosDiff_Rolling5_all,TablePosDiff_Rolling10_all,GoalsFor_Rolling5_all,GoalsFor_Rolling10_all,Shots_Rolling5_all,Shots_Rolling10_all,ShotsOnTarget_Rolling5_all,ShotsOnTarget_Rolling10_all,Corners_Rolling5_all,Corners_Rolling10_all,Fouls_Rolling5_all,Fouls_Rolling10_all,Points_Rolling5,Points_Rolling10,Points_Rolling5_all,Points_Rolling10_all,Win_Rolling5,Win_Rolling10,Win_Rolling5_all,Win_Rolling10_all
2021-09-13,20:00,Everton,Burnley,H,3,1,10,0.0,0.0,3.0,3.0,14.0,14.0,6.0,6.0,6.0,6.0,13.0,13.0,0.0,0.0,2.3333333333333335,2.3333333333333335,15.0,15.0,6.333333333333333,6.333333333333333,5.333333333333333,5.333333333333333,11.666666666666666,11.666666666666666,3.0,3.0,2.3333333333333335,2.3333333333333335,1.0,1.0,0.8333333333333334,0.8333333333333334,-10,0.0,0.0,0.0,0.0,9.0,9.0,3.0,3.0,4.0,4.0,12.0,12.0,0.0,0.0,0.6666666666666666,0.6666666666666666,11.666666666666666,11.666666666666666,3.0,3.0,5.333333333333333,5.333333333333333,11.666666666666666,11.666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666
2021-09-17,20:00,Newcastle,Leeds,D,1,1,-2,0.0,0.0,2.0,2.0,13.5,13.5,4.0,4.0,5.5,5.5,7.5,7.5,-3.25,-3.25,1.25,1.25,12.0,12.0,3.0,3.0,4.5,4.5,8.75,8.75,0.5,0.5,0.25,0.25,0.25,0.25,0.125,0.125,2,0.0,0.0,1.0,1.0,11.0,11.0,2.5,2.5,4.5,4.5,9.0,9.0,-2.5,-2.5,1.0,1.0,12.0,12.0,3.25,3.25,4.75,4.75,8.25,8.25,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25
2021-09-18,12:30,Wolves,Brentford,A,0,2,-3,0.0,0.0,0.0,0.0,20.0,20.0,6.0,6.0,5.0,5.0,8.0,8.0,-1.25,-1.25,0.5,0.5,17.75,17.75,5.0,5.0,5.5,5.5,9.75,9.75,0.0,0.0,0.75,0.75,0.0,0.0,0.25,0.25,3,0.0,0.0,0.5,0.5,11.5,11.5,2.5,2.5,3.5,3.5,11.5,11.5,-0.5,-0.5,0.75,0.75,9.5,9.5,2.25,2.25,2.5,2.5,11.0,11.0,1.0,1.0,1.25,1.25,0.5,0.5,0.5,0.5
2021-09-18,15:00,Burnley,Arsenal,A,0,1,-2,0.0,0.0,1.0,1.0,13.0,13.0,3.0,3.0,6.0,6.0,11.5,11.5,-2.5,-2.5,0.75,0.75,11.5,11.5,3.75,3.75,5.5,5.5,10.25,10.25,0.5,0.5,0.25,0.25,0.25,0.25,0.125,0.125,2,0.0,0.0,0.0,0.0,11.5,11.5,2.0,2.0,2.5,2.5,7.5,7.5,-0.25,-0.25,0.25,0.25,14.75,14.75,3.5,3.5,5.5,5.5,8.5,8.5,0.0,0.0,0.75,0.75,0.0,0.0,0.25,0.25
2021-09-18,15:00,Liverpool,Crystal Palace,H,3,0,9,0.0,0.0,1.5,1.5,25.5,25.5,8.0,8.0,10.0,10.0,9.5,9.5,2.5,2.5,2.25,2.25,25.0,25.0,8.25,8.25,10.5,10.5,10.25,10.25,2.0,2.0,2.5,2.5,0.75,0.75,0.875,0.875,-9,0.0,0.0,1.0,1.0,6.5,6.5,1.5,1.5,2.5,2.5,9.0,9.0,-3.25,-3.25,1.25,1.25,9.5,9.5,2.25,2.25,4.0,4.0,10.75,10.75,0.5,0.5,1.25,1.25,0.25,0.25,0.5,0.5
2021-09-18,15:00,Man City,Southampton,D,0,0,9,0.0,0.0,5.0,5.0,20.5,20.5,7.0,7.0,10.0,10.0,9.0,9.0,0.25,0.25,2.75,2.75,21.0,21.0,6.5,6.5,9.75,9.75,9.25,9.25,3.0,3.0,2.25,2.25,1.0,1.0,0.75,0.75,-9,0.0,0.0,1.5,1.5,14.0,14.0,4.5,4.5,6.0,6.0,10.5,10.5,-2.5,-2.5,1.0,1.0,11.75,11.75,3.75,3.75,6.0,6.0,10.75,10.75,0.5,0.5,0.75,0.75,0.25,0.25,0.375,0.375
2021-09-18,15:00,Norwich,Watford,A,1,3,-4,0.0,0.0,0.5,0.5,14.0,14.0,3.5,3.5,6.0,6.0,6.0,6.0,0.25,0.25,0.25,0.25,9.75,9.75,2.0,2.0,4.25,4.25,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,9.5,9.5,1.5,1.5,2.5,2.5,10.0,10.0,1.25,1.25,0.75,0.75,9.5,9.5,3.0,3.0,3.25,3.25,13.25,13.25,0.0,0.0,0.75,0.75,0.0,0.0,0.25,0.25
2021-09-18,17:30,Aston Villa,Everton,H,3,0,-9,0.0,0.0,1.5,1.5,8.5,8.5,3.5,3.5,3.0,3.0,11.5,11.5,-1.5,-1.5,1.25,1.25,11.5,11.5,3.75,3.75,5.25,5.25,11.75,11.75,2.0,2.0,1.0,1.0,0.75,0.75,0.375,0.375,9,0.0,0.0,2.0,2.0,15.5,15.5,6.5,6.5,5.0,5.0,11.0,11.0,2.5,2.5,2.5,2.5,14.75,14.75,6.25,6.25,5.0,5.0,9.5,9.5,2.0,2.0,2.5,2.5,0.75,0.75,0.875,0.875
2021-09-19,14:00,Brighton,Leicester,H,2,1,6,0.0,0.0,1.0,1.0,13.5,13.5,3.0,3.0,5.5,5.5,9.0,9.0,0.5,0.5,1.25,1.25,11.25,11.25,4.0,4.0,5.75,5.75,9.25,9.25,1.5,1.5,2.25,2.25,0.5,0.5,0.75,0.75,-6,0.0,0.0,1.5,1.5,7.0,7.0,2.0,2.0,4.5,4.5,8.5,8.5,-0.25,-0.25,1.0,1.0,7.25,7.25,2.5,2.5,4.75,4.75,6.75,6.75,1.5,1.5,1.5,1.5,0.5,0.5,0.5,0.5
2021-09-19,14:00,West Ham,Man United,A,1,2,-4,0.0,0.0,3.0,3.0,13.5,13.5,5.5,5.5,7.5,7.5,9.0,9.0,2.5,2.5,2.5,2.5,12.0,12.0,5.75,5.75,6.25,6.25,8.25,8.25,2.0,2.0,2.0,2.0,0.75,0.75,0.75,0.75,4,0.0,0.0,1.0,1.0,12.5,12.5,3.5,3.5,7.0,7.0,9.5,9.5,3.25,3.25,2.75,2.75,15.5,15.5,5.5,5.5,6.5,6.5,9.75,9.75,2.0,2.0,2.5,2.5,0.75,0.75,0.875,0.875
2021-09-19,16:30,Tottenham,Chelsea,A,0,3,-2,0.0,0.0,1.0,1.0,14.0,14.0,5.5,5.5,6.5,6.5,9.5,9.5,3.25,3.25,0.75,0.75,9.5,9.5,4.5,4.5,4.75,4.75,10.25,10.25,3.0,3.0,2.25,2.25,1.0,1.0,0.75,0.75,2,0.0,0.0,1.5,1.5,14.0,14.0,4.0,4.0,5.5,5.5,4.0,4.0,1.5,1.5,2.25,2.25,13.25,13.25,4.5,4.5,5.0,5.0,8.5,8.5,2.0,2.0,2.5,2.5,0.75,0.75,0.875,0.875
2021-09-25,12:30,Chelsea,Man City,A,0,1,4,3.0,3.0,3.0,3.0,12.5,12.5,5.0,5.0,4.5,4.5,13.0,13.0,1.6,1.6,2.4,2.4,14.6,14.6,5.6,5.6,6.2,6.2,9.8,9.8,3.0,3.0,2.6,2.6,1.0,1.0,0.9,0.9,-4,0.5,0.5,0.5,0.5,21.5,21.5,6.0,6.0,9.5,9.5,9.5,9.5,2.0,2.0,2.2,2.2,20.4,20.4,5.4,5.4,9.4,9.4,8.4,8.4,1.5,1.5,2.0,2.0,0.5,0.5,0.7,0.7
2021-09-25,12:30,Man United,Aston Villa,A,0,1,6,6.5,6.5,4.5,4.5,18.5,18.5,7.5,7.5,6.0,6.0,10.0,10.0,3.4,3.4,2.6,2.6,15.8,15.8,6.4,6.4,7.4,7.4,9.4,9.4,3.0,3.0,2.6,2.6,1.0,1.0,0.9,0.9,-6,-3.0,-3.0,1.0,1.0,14.5,14.5,4.0,4.0,7.5,7.5,12.0,12.0,-3.0,-3.0,1.6,1.6,12.2,12.2,3.6,3.6,5.2,5.2,10.8,10.8,0.0,0.0,1.4,1.4,0.0,0.0,0.5,0.5
2021-09-25,15:00,Everton,Norwich,H,2,0,14,5.0,5.0,3.0,3.0,14.0,14.0,6.0,6.0,5.0,5.0,8.0,8.0,3.8,3.8,2.0,2.0,14.0,14.0,5.2,5.2,4.8,4.8,9.6,9.6,3.0,3.0,2.0,2.0,1.0,1.0,0.7,0.7,-14,0.5,0.5,0.0,0.0,5.5,5.5,0.5,0.5,2.5,2.5,9.0,9.0,-0.6,-0.6,0.4,0.4,10.2,10.2,2.6,2.6,4.2,4.2,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-25,15:00,Leeds,West Ham,A,1,2,-8,-5.0,-5.0,1.0,1.0,13.0,13.0,4.0,4.0,5.0,5.0,7.5,7.5,-1.6,-1.6,1.0,1.0,14.0,14.0,4.4,4.4,4.8,4.8,8.8,8.8,0.5,0.5,0.6,0.6,0.25,0.25,0.3,0.3,8,5.0,5.0,2.0,2.0,10.5,10.5,6.0,6.0,5.0,5.0,7.5,7.5,1.2,1.2,2.2,2.2,12.2,12.2,5.4,5.4,5.4,5.4,7.6,7.6,2.0,2.0,1.6,1.6,0.75,0.75,0.6,0.6
2021-09-25,15:00,Leicester,Burnley,D,2,2,7,-0.5,-0.5,0.5,0.5,7.5,7.5,3.0,3.0,5.0,5.0,5.0,5.0,-1.4,-1.4,1.0,1.0,8.6,8.6,2.6,2.6,5.6,5.6,7.4,7.4,1.5,1.5,1.2,1.2,0.5,0.5,0.4,0.4,-7,-5.0,-5.0,0.5,0.5,10.0,10.0,4.5,4.5,5.0,5.0,9.0,9.0,-2.4,-2.4,0.6,0.6,12.8,12.8,3.6,3.6,6.0,6.0,10.0,10.0,0.0,0.0,0.2,0.2,0.0,0.0,0.1,0.1
2021-09-25,15:00,Watford,Newcastle,D,1,1,7,2.5,2.5,1.5,1.5,9.5,9.5,4.5,4.5,4.0,4.0,16.5,16.5,1.8,1.8,1.2,1.2,10.0,10.0,4.0,4.0,4.2,4.2,13.4,13.4,1.5,1.5,1.2,1.2,0.5,0.5,0.4,0.4,-7,-6.5,-6.5,0.5,0.5,10.5,10.5,2.0,2.0,3.5,3.5,10.0,10.0,-3.0,-3.0,1.2,1.2,13.0,13.0,3.8,3.8,4.4,4.4,8.8,8.8,0.0,0.0,0.4,0.4,0.0,0.0,0.2,0.2
2021-09-25,17:30,Brentford,Liverpool,D,3,3,-9,-1.0,-1.0,1.0,1.0,7.5,7.5,2.0,2.0,1.5,1.5,10.5,10.5,0.2,0.2,1.0,1.0,9.4,9.4,2.4,2.4,2.4,2.4,10.2,10.2,1.5,1.5,1.6,1.6,0.5,0.5,0.6,0.6,9,5.0,5.0,3.0,3.0,24.5,24.5,8.5,8.5,11.0,11.0,11.0,11.0,3.8,3.8,2.4,2.4,25.0,25.0,8.6,8.6,10.4,10.4,11.6,11.6,3.0,3.0,2.6,2.6,1.0,1.0,0.9,0.9
2021-09-26,14:00,Southampton,Wolves,A,0,1,1,-5.0,-5.0,0.5,0.5,9.5,9.5,3.0,3.0,6.0,6.0,11.0,11.0,-3.8,-3.8,0.8,0.8,11.4,11.4,3.4,3.4,5.8,5.8,11.0,11.0,1.0,1.0,0.8,0.8,0.5,0.5,0.4,0.4,-1,-2.5,-2.5,1.0,1.0,15.5,15.5,4.0,4.0,6.0,6.0,11.5,11.5,-1.6,-1.6,0.4,0.4,16.4,16.4,4.0,4.0,5.2,5.2,9.8,9.8,1.5,1.5,0.6,0.6,0.5,0.5,0.2,0.2
